Date,GMT,EDT,Predicted,Verified,Sample,meters
2017-08-02,20:12,16:12,0.679,1.12,NA,NA
2017-08-02,20:18,16:18,0.691,1.06,NA,NA
2017-08-02,20:24,16:24,0.702,1.07,NA,NA
2017-08-02,20:30,16:30,0.713,1.11,NA,NA
2017-08-02,20:36,16:36,0.724,1.1,NA,NA
2017-08-02,20:42,16:42,0.734,1.09,NA,NA
2017-08-02,20:48,16:48,0.743,1.19,NA,NA
2017-08-02,20:54,16:54,0.752,1.17,NA,NA
2017-08-02,21:00,17:00,0.76,1.15,NA,NA
2017-08-02,21:06,17:06,0.768,1.1,NA,NA
2017-08-02,21:12,17:12,0.775,1.18,NA,NA
2017-08-02,21:18,17:18,0.781,1.22,NA,NA
2017-08-02,21:24,17:24,0.788,1.18,NA,NA
2017-08-02,21:30,17:30,0.793,1.13,NA,NA
2017-08-02,21:36,17:36,0.798,1.25,NA,NA
2017-08-02,21:42,17:42,0.803,1.27,NA,NA
2017-08-02,21:48,17:48,0.807,1.18,NA,NA
2017-08-02,21:54,17:54,0.811,1.22,NA,NA
2017-08-02,22:00,18:00,0.814,1.21,NA,NA
2017-08-02,22:06,18:06,0.817,1.17,NA,NA
2017-08-02,22:12,18:12,0.82,1.25,NA,NA
2017-08-02,22:18,18:18,0.822,1.16,NA,NA
2017-08-02,22:24,18:24,0.823,1.14,NA,NA
2017-08-02,22:30,18:30,0.825,1.24,NA,NA
2017-08-02,22:36,18:36,0.825,1.23,NA,NA
2017-08-02,22:42,18:42,0.826,1.25,Yes,NA
2017-08-02,22:48,18:48,0.826,1.2,NA,NA
2017-08-02,22:54,18:54,0.825,1.21,NA,NA
2017-08-02,23:00,19:00,0.824,1.2,NA,NA
2017-08-02,23:06,19:06,0.823,1.21,NA,NA
2017-08-02,23:12,19:12,0.822,1.21,NA,NA
2017-08-02,23:18,19:18,0.82,1.17,NA,NA
2017-08-02,23:24,19:24,0.817,1.2,NA,NA
2017-08-02,23:30,19:30,0.814,1.21,NA,NA
2017-08-02,23:36,19:36,0.811,1.21,NA,NA
2017-08-02,23:42,19:42,0.808,1.18,NA,NA
2017-08-02,23:48,19:48,0.804,1.18,NA,NA
2017-08-02,23:54,19:54,0.799,1.18,NA,NA
2017-08-02,0:00,20:00,0.795,1.16,NA,NA
2017-08-02,0:06,20:06,0.79,1.15,NA,NA
2017-08-02,0:12,20:12,0.784,1.16,NA,NA
2017-08-02,0:18,20:18,0.779,1.2,NA,NA
2017-08-02,0:24,20:24,0.773,1.16,NA,NA
2017-08-02,0:30,20:30,0.766,1.12,NA,NA
2017-08-02,0:36,20:36,0.76,1.07,NA,NA
2017-08-02,0:42,20:42,0.753,1.12,NA,NA
2017-08-02,0:48,20:48,0.746,1.19,NA,NA
2017-08-02,0:54,20:54,0.739,1.17,NA,NA
2017-08-02,1:00,21:00,0.732,1.07,NA,NA
2017-08-02,1:06,21:06,0.724,1.12,NA,NA
2017-08-02,1:12,21:12,0.716,1.13,NA,NA
2017-08-02,1:18,21:18,0.709,1.07,NA,NA
2017-08-02,1:24,21:24,0.701,1.03,NA,NA
2017-08-02,1:30,21:30,0.693,1.02,NA,NA
2017-08-02,1:36,21:36,0.685,1.09,NA,NA
2017-08-02,1:42,21:42,0.677,1.08,NA,NA
2017-08-02,1:48,21:48,0.669,1.04,NA,NA
2017-08-02,1:54,21:54,0.661,0.98,NA,NA
2017-08-02,2:00,22:00,0.653,0.96,NA,NA
2017-08-02,2:06,22:06,0.645,1.01,NA,NA
2017-08-02,2:12,22:12,0.638,1.01,NA,NA
2017-08-02,2:18,22:18,0.63,0.99,NA,NA
2017-08-02,2:24,22:24,0.622,1.02,NA,NA
2017-08-02,2:30,22:30,0.614,1,NA,NA
2017-08-02,2:36,22:36,0.607,0.94,NA,NA
2017-08-02,2:42,22:42,0.599,0.91,NA,NA
2017-08-02,2:48,22:48,0.592,0.89,NA,NA
2017-08-02,2:54,22:54,0.585,0.95,NA,NA
2017-08-02,3:00,23:00,0.578,0.95,NA,NA
2017-08-02,3:06,23:06,0.571,0.83,NA,NA
2017-08-02,3:12,23:12,0.564,0.85,NA,NA
2017-08-02,3:18,23:18,0.557,0.93,NA,NA
2017-08-02,3:24,23:24,0.55,0.86,NA,NA
2017-08-02,3:30,23:30,0.543,0.81,NA,NA
2017-08-02,3:36,23:36,0.537,0.85,NA,NA
2017-08-02,3:42,23:42,0.53,0.85,NA,NA
2017-08-02,3:48,23:48,0.524,0.83,NA,NA
2017-08-02,3:54,23:54,0.517,0.86,NA,NA
2017-08-03,4:00,0:00,0.511,0.83,NA,NA
2017-08-03,4:06,0:06,0.505,0.8,NA,NA
2017-08-03,4:12,0:12,0.499,0.83,NA,NA
2017-08-03,4:18,0:18,0.493,0.85,NA,NA
2017-08-03,4:24,0:24,0.487,0.85,NA,NA
2017-08-03,4:30,0:30,0.481,0.79,NA,NA
2017-08-03,4:36,0:36,0.476,0.73,NA,NA
2017-08-03,4:42,0:42,0.47,0.75,NA,NA
2017-08-03,4:48,0:48,0.465,0.78,NA,NA
2017-08-03,4:54,0:54,0.46,0.75,NA,NA
2017-08-03,5:00,1:00,0.455,0.76,NA,NA
2017-08-03,5:06,1:06,0.45,0.75,NA,NA
2017-08-03,5:12,1:12,0.446,0.76,NA,NA
2017-08-03,5:18,1:18,0.441,0.74,NA,NA
2017-08-03,5:24,1:24,0.437,0.79,NA,NA
2017-08-03,5:30,1:30,0.433,0.76,NA,NA
2017-08-03,5:36,1:36,0.43,0.76,NA,NA
2017-08-03,5:42,1:42,0.426,0.69,NA,NA
2017-08-03,5:48,1:48,0.423,0.72,NA,NA
2017-08-03,5:54,1:54,0.42,0.76,NA,NA
2017-08-03,6:00,2:00,0.417,0.75,NA,NA
2017-08-03,6:06,2:06,0.415,0.74,NA,NA
2017-08-03,6:12,2:12,0.413,0.74,NA,NA
2017-08-03,6:18,2:18,0.41,0.73,NA,NA
2017-08-03,6:24,2:24,0.408,0.73,NA,NA
2017-08-03,6:30,2:30,0.407,0.76,NA,NA
2017-08-03,6:36,2:36,0.405,0.74,NA,NA
2017-08-03,6:42,2:42,0.404,0.76,NA,NA
2017-08-03,6:48,2:48,0.402,0.77,NA,NA
2017-08-03,6:54,2:54,0.401,0.76,NA,NA
2017-08-03,7:00,3:00,0.399,0.73,NA,NA
2017-08-03,7:06,3:06,0.398,0.77,NA,NA
2017-08-03,7:12,3:12,0.397,0.77,NA,NA
2017-08-03,7:18,3:18,0.395,0.73,NA,NA
2017-08-03,7:24,3:24,0.394,0.71,NA,NA
2017-08-03,7:30,3:30,0.393,0.74,NA,NA
2017-08-03,7:36,3:36,0.391,0.75,NA,NA
2017-08-03,7:42,3:42,0.389,0.73,NA,NA
2017-08-03,7:48,3:48,0.387,0.77,NA,NA
2017-08-03,7:54,3:54,0.385,0.76,NA,NA
2017-08-03,8:00,4:00,0.383,0.73,NA,NA
2017-08-03,8:06,4:06,0.38,0.76,NA,NA
2017-08-03,8:12,4:12,0.377,0.76,NA,NA
2017-08-03,8:18,4:18,0.374,0.74,NA,NA
2017-08-03,8:24,4:24,0.371,0.73,NA,NA
2017-08-03,8:30,4:30,0.367,0.76,NA,NA
2017-08-03,8:36,4:36,0.363,0.76,NA,NA
2017-08-03,8:42,4:42,0.359,0.72,NA,NA
2017-08-03,8:48,4:48,0.354,0.73,NA,NA
2017-08-03,8:54,4:54,0.349,0.7,NA,NA
2017-08-03,9:00,5:00,0.344,0.71,NA,NA
2017-08-03,9:06,5:06,0.339,0.74,NA,NA
2017-08-03,9:12,5:12,0.333,0.7,NA,NA
2017-08-03,9:18,5:18,0.327,0.71,NA,NA
2017-08-03,9:24,5:24,0.321,0.73,NA,NA
2017-08-03,9:30,5:30,0.315,0.74,NA,NA
2017-08-03,9:36,5:36,0.309,0.71,NA,NA
2017-08-03,9:42,5:42,0.302,0.68,NA,NA
2017-08-03,9:48,5:48,0.295,0.66,NA,NA
2017-08-03,9:54,5:54,0.289,0.65,NA,NA
2017-08-03,10:00,6:00,0.282,0.66,NA,NA
2017-08-03,10:06,6:06,0.275,0.66,NA,NA
2017-08-03,10:12,6:12,0.268,0.62,NA,NA
2017-08-03,10:18,6:18,0.26,0.64,NA,NA
2017-08-03,10:24,6:24,0.253,0.61,NA,NA
2017-08-03,10:30,6:30,0.246,0.61,NA,NA
2017-08-03,10:36,6:36,0.239,0.63,NA,NA
2017-08-03,10:42,6:42,0.231,0.62,NA,NA
2017-08-03,10:48,6:48,0.224,0.6,NA,NA
2017-08-03,10:54,6:54,0.217,0.56,NA,NA
2017-08-03,11:00,7:00,0.21,0.61,NA,NA
2017-08-03,11:06,7:06,0.202,0.6,NA,NA
2017-08-03,11:12,7:12,0.195,0.57,NA,NA
2017-08-03,11:18,7:18,0.188,0.58,NA,NA
2017-08-03,11:24,7:24,0.181,0.55,NA,NA
2017-08-03,11:30,7:30,0.174,0.54,NA,NA
2017-08-03,11:36,7:36,0.166,0.58,NA,NA
2017-08-03,11:42,7:42,0.159,0.56,NA,NA
2017-08-03,11:48,7:48,0.152,0.5,NA,NA
2017-08-03,11:54,7:54,0.145,0.49,NA,NA
2017-08-03,12:00,8:00,0.138,0.5,NA,NA
2017-08-03,12:06,8:06,0.131,0.47,NA,NA
2017-08-03,12:12,8:12,0.124,0.46,NA,NA
2017-08-03,12:18,8:18,0.117,0.5,NA,NA
2017-08-03,12:24,8:24,0.11,0.49,NA,NA
2017-08-03,12:30,8:30,0.103,0.44,NA,NA
2017-08-03,12:36,8:36,0.096,0.43,NA,NA
2017-08-03,12:42,8:42,0.089,0.42,NA,NA
2017-08-03,12:48,8:48,0.083,0.43,NA,NA
2017-08-03,12:54,8:54,0.076,0.42,NA,NA
2017-08-03,13:00,9:00,0.07,0.4,NA,NA
2017-08-03,13:06,9:06,0.063,0.42,NA,NA
2017-08-03,13:12,9:12,0.057,0.37,NA,NA
2017-08-03,13:18,9:18,0.051,0.39,NA,NA
2017-08-03,13:24,9:24,0.045,0.38,NA,NA
2017-08-03,13:30,9:30,0.04,0.38,NA,NA
2017-08-03,13:36,9:36,0.035,0.39,NA,NA
2017-08-03,13:42,9:42,0.03,0.35,NA,NA
2017-08-03,13:48,9:48,0.025,0.35,NA,NA
2017-08-03,13:54,9:54,0.02,0.38,NA,NA
2017-08-03,14:00,10:00,0.016,0.35,NA,NA
2017-08-03,14:06,10:06,0.013,0.38,NA,NA
2017-08-03,14:12,10:12,0.009,0.37,NA,NA
2017-08-03,14:18,10:18,0.006,0.36,NA,NA
2017-08-03,14:24,10:24,0.004,0.28,NA,NA
2017-08-03,14:30,10:30,0.001,0.27,NA,NA
2017-08-03,14:36,10:36,0,0.34,NA,NA
2017-08-03,14:42,10:42,-0.002,0.33,NA,NA
2017-08-03,14:48,10:48,-0.003,0.35,NA,NA
2017-08-03,14:54,10:54,-0.003,0.28,NA,NA
2017-08-03,15:00,11:00,-0.003,0.31,NA,NA
2017-08-03,15:06,11:06,-0.002,0.3,NA,NA
2017-08-03,15:12,11:12,-0.001,0.31,NA,NA
2017-08-03,15:18,11:18,0,0.3,NA,NA
2017-08-03,15:24,11:24,0.002,0.31,NA,NA
2017-08-03,15:30,11:30,0.005,0.3,NA,NA
2017-08-03,15:36,11:36,0.008,0.3,NA,NA
2017-08-03,15:42,11:42,0.011,0.29,NA,NA
2017-08-03,15:48,11:48,0.015,0.29,NA,NA
2017-08-03,15:54,11:54,0.02,0.33,NA,NA
2017-08-03,16:00,12:00,0.024,0.34,NA,NA
2017-08-03,16:06,12:06,0.03,0.32,NA,NA
2017-08-03,16:12,12:12,0.036,0.32,NA,NA
2017-08-03,16:18,12:18,0.042,0.34,NA,NA
2017-08-03,16:24,12:24,0.049,0.34,NA,NA
2017-08-03,16:30,12:30,0.056,0.33,NA,NA
2017-08-03,16:36,12:36,0.063,0.32,NA,NA
2017-08-03,16:42,12:42,0.071,0.36,NA,NA
2017-08-03,16:48,12:48,0.08,0.35,NA,NA
2017-08-03,16:54,12:54,0.089,0.35,NA,NA
2017-08-03,17:00,13:00,0.099,0.35,NA,NA
2017-08-03,17:06,13:06,0.109,0.34,NA,NA
2017-08-03,17:12,13:12,0.119,0.37,NA,NA
2017-08-03,17:18,13:18,0.13,0.42,NA,NA
2017-08-03,17:24,13:24,0.142,0.43,NA,NA
2017-08-03,17:30,13:30,0.153,0.41,NA,NA
2017-08-03,17:36,13:36,0.166,0.41,NA,NA
2017-08-03,17:42,13:42,0.179,0.44,NA,NA
2017-08-03,17:48,13:48,0.192,0.46,NA,NA
2017-08-03,17:54,13:54,0.206,0.49,NA,NA
2017-08-03,18:00,14:00,0.22,0.54,NA,NA
2017-08-03,18:06,14:06,0.235,0.5,NA,NA
2017-08-03,18:12,14:12,0.25,0.48,NA,NA
2017-08-03,18:18,14:18,0.265,0.52,NA,NA
2017-08-03,18:24,14:24,0.281,0.53,NA,NA
2017-08-03,18:30,14:30,0.298,0.57,NA,NA
2017-08-03,18:36,14:36,0.314,0.6,NA,NA
2017-08-03,18:42,14:42,0.331,0.6,NA,NA
2017-08-03,18:48,14:48,0.349,0.59,NA,NA
2017-08-03,18:54,14:54,0.366,0.64,NA,NA
2017-08-03,19:00,15:00,0.384,0.64,NA,NA
2017-08-03,19:06,15:06,0.402,0.7,NA,NA
2017-08-03,19:12,15:12,0.42,0.73,NA,NA
2017-08-03,19:18,15:18,0.438,0.73,NA,NA
2017-08-03,19:24,15:24,0.456,0.73,NA,NA
2017-08-03,19:30,15:30,0.474,0.74,NA,NA
2017-08-03,19:36,15:36,0.492,0.74,NA,NA
2017-08-03,19:42,15:42,0.51,0.78,NA,NA
2017-08-03,19:48,15:48,0.528,0.81,NA,NA
2017-08-03,19:54,15:54,0.546,0.85,NA,NA
2017-08-03,20:00,16:00,0.563,0.87,NA,NA
2017-08-03,20:06,16:06,0.581,0.87,NA,NA
2017-08-03,20:12,16:12,0.597,0.88,NA,NA
2017-08-03,20:18,16:18,0.614,0.89,NA,NA
2017-08-03,20:24,16:24,0.63,0.9,NA,NA
2017-08-03,20:30,16:30,0.646,0.91,NA,NA
2017-08-03,20:36,16:36,0.661,0.95,NA,NA
2017-08-03,20:42,16:42,0.676,0.97,NA,NA
2017-08-03,20:48,16:48,0.69,0.97,NA,NA
2017-08-03,20:54,16:54,0.704,0.96,NA,NA
2017-08-03,21:00,17:00,0.717,1.03,NA,NA
2017-08-03,21:06,17:06,0.729,0.97,NA,NA
2017-08-03,21:12,17:12,0.741,1.03,NA,NA
2017-08-03,21:18,17:18,0.753,1,NA,NA
2017-08-03,21:24,17:24,0.764,1.05,NA,NA
2017-08-03,21:30,17:30,0.774,1,NA,NA
2017-08-03,21:36,17:36,0.784,1.03,NA,NA
2017-08-03,21:42,17:42,0.793,1.06,NA,NA
2017-08-03,21:48,17:48,0.801,1.08,NA,NA
2017-08-03,21:54,17:54,0.809,1.09,NA,NA
2017-08-03,22:00,18:00,0.816,1.14,NA,NA
2017-08-03,22:06,18:06,0.823,1.1,NA,NA
2017-08-03,22:12,18:12,0.829,1.1,NA,NA
2017-08-03,22:18,18:18,0.835,1.13,NA,NA
2017-08-03,22:24,18:24,0.84,1.11,NA,NA
2017-08-03,22:30,18:30,0.844,1.14,NA,NA
2017-08-03,22:36,18:36,0.849,1.1,NA,NA
2017-08-03,22:42,18:42,0.852,1.13,NA,NA
2017-08-03,22:48,18:48,0.855,1.11,NA,NA
2017-08-03,22:54,18:54,0.858,1.11,NA,NA
2017-08-03,23:00,19:00,0.86,1.12,NA,NA
2017-08-03,23:06,19:06,0.862,1.15,NA,NA
2017-08-03,23:12,19:12,0.863,1.18,NA,NA
2017-08-03,23:18,19:18,0.864,1.17,NA,NA
2017-08-03,23:24,19:24,0.865,1.14,NA,NA
2017-08-03,23:30,19:30,0.865,1.13,NA,NA
2017-08-03,23:36,19:36,0.864,1.16,NA,NA
2017-08-03,23:42,19:42,0.863,1.14,NA,NA
2017-08-03,23:48,19:48,0.862,1.1,NA,NA
2017-08-03,23:54,19:54,0.86,1.15,NA,NA
2017-08-03,0:00,20:00,0.858,1.1,NA,NA
2017-08-03,0:06,20:06,0.855,1.09,NA,NA
2017-08-03,0:12,20:12,0.852,1.09,NA,NA
2017-08-03,0:18,20:18,0.849,1.11,NA,NA
2017-08-03,0:24,20:24,0.845,1.1,NA,NA
2017-08-03,0:30,20:30,0.841,1.07,NA,NA
2017-08-03,0:36,20:36,0.836,1.08,NA,NA
2017-08-03,0:42,20:42,0.831,1.04,NA,NA
2017-08-03,0:48,20:48,0.825,1.05,NA,NA
2017-08-03,0:54,20:54,0.82,1.05,NA,NA
2017-08-03,1:00,21:00,0.813,1,NA,NA
2017-08-03,1:06,21:06,0.807,1.03,NA,NA
2017-08-03,1:12,21:12,0.8,1.01,NA,NA
2017-08-03,1:18,21:18,0.793,1.04,NA,NA
2017-08-03,1:24,21:24,0.785,1,NA,NA
2017-08-03,1:30,21:30,0.777,0.99,NA,NA
2017-08-03,1:36,21:36,0.769,0.98,NA,NA
2017-08-03,1:42,21:42,0.761,0.94,NA,NA
2017-08-03,1:48,21:48,0.752,0.98,NA,NA
2017-08-03,1:54,21:54,0.744,0.98,NA,NA
2017-08-03,2:00,22:00,0.735,0.99,NA,NA
2017-08-03,2:06,22:06,0.726,0.99,NA,NA
2017-08-03,2:12,22:12,0.717,0.97,NA,NA
2017-08-03,2:18,22:18,0.708,0.96,NA,NA
2017-08-03,2:24,22:24,0.699,0.92,NA,NA
2017-08-03,2:30,22:30,0.69,0.9,NA,NA
2017-08-03,2:36,22:36,0.68,0.94,NA,NA
2017-08-03,2:42,22:42,0.671,0.9,NA,NA
2017-08-03,2:48,22:48,0.662,0.92,NA,NA
2017-08-03,2:54,22:54,0.653,0.83,NA,NA
2017-08-03,3:00,23:00,0.644,0.85,NA,NA
2017-08-03,3:06,23:06,0.635,0.87,NA,NA
2017-08-03,3:12,23:12,0.626,0.9,NA,NA
2017-08-03,3:18,23:18,0.617,0.83,NA,NA
2017-08-03,3:24,23:24,0.609,0.83,NA,NA
2017-08-03,3:30,23:30,0.6,0.85,NA,NA
2017-08-03,3:36,23:36,0.592,0.86,NA,NA
2017-08-03,3:42,23:42,0.583,0.81,NA,NA
2017-08-03,3:48,23:48,0.575,0.81,NA,NA
2017-08-03,3:54,23:54,0.567,0.8,NA,NA
